game_id,white_rating,rolling_10_white
1234,1239,1256.0
1235,1152,1242.6
1236,1277,1242.5
1237,1264,1251.4
1238,1442,1278.3
1239,1260,1271.4
1240,1767,1319.9
1241,1268,1323.2
1242,1259,1320.7
1243,1263,1319.1
1244,1342,1329.4
1245,1783,1392.5
1246,1257,1390.5
1247,1265,1390.6
1248,1016,1348.0
1249,1247,1346.7
1250,1662,1336.2
1251,1542,1363.6
1252,1199,1357.6
1253,1501,1381.4
1254,1199,1367.1
1255,1501,1338.9
1256,1597,1372.9
1257,1501,1396.5
1258,1567,1451.6
1259,1585,1485.4
1260,1501,1469.3
1261,1501,1465.2
1262,1702,1515.5
1263,1514,1516.8
1264,1501,1547.0
1265,1501,1547.0
1266,1500,1537.3
1267,1501,1537.3
1268,1501,1530.7
1269,1694,1541.6
1270,1501,1541.6
1271,1694,1560.9
1272,1501,1540.8
1273,1500,1539.4
1274,1500,1539.3
1275,1787,1567.9
1276,1501,1568.0
1277,1707,1588.6
1278,1501,1588.6
1279,1645,1583.7
1280,1501,1583.7
1281,1501,1564.4
1282,1501,1564.4
1283,1501,1564.5
1284,1500,1564.5
1285,1501,1535.9
1286,1501,1535.9
1287,1501,1515.3
1288,1500,1515.2
1289,1585,1509.2
1290,1501,1509.2
1291,1501,1509.2
1292,1501,1509.2
1293,1598,1518.9
1294,1104,1479.3
1295,1104,1439.6
1296,1104,1399.9
1297,1104,1360.2
1298,1104,1320.6
1299,1104,1272.5
1300,1104,1232.8
1301,1104,1193.1
1302,1104,1153.4
1303,1104,1104.0
1304,1104,1104.0
1305,1104,1104.0
1306,1104,1104.0
1307,1104,1104.0
1308,1104,1104.0
1309,1273,1120.9
1310,1500,1160.5
1311,1481,1198.2
1312,1104,1198.2
1313,1500,1237.8
1314,1356,1263.0
1315,1024,1255.0
1316,1336,1278.2
1317,1500,1317.8
1318,1104,1317.8
1319,1430,1333.5
1320,1408,1324.3
1321,1408,1317.0
1322,1499,1356.5
1323,1412,1347.7
1324,1072,1319.3
1325,1245,1341.4
1326,1233,1331.1
1327,1251,1306.2
1328,1174,1313.2
1329,1225,1292.7
1330,1216,1273.5
1331,1007,1233.4
1332,1226,1206.1
1333,1277,1192.6
1334,1233,1208.7
1335,1225,1206.7
1336,1026,1186.0
1337,1339,1194.8
1338,1390,1216.4
1339,1339,1227.8
1340,1327,1238.9
1341,1327,1270.9
1342,1444,1292.7
1343,1327,1297.7
1344,1500,1324.4
1345,1500,1351.9
1346,1313,1380.6
1347,1500,1396.7
1348,958,1353.5
1349,1313,1350.9
1350,1223,1340.5
1351,1291,1336.9
1352,1313,1323.8
1353,1500,1341.1
1354,1313,1322.4
1355,1313,1303.7
